,人员规模,企业地址,公司名,公司类型,参保人数,实缴资本,成立日期,所属地区,所属行业,曾用名,核准日期,注册号,注册号公司名,注册资本,登记机关,纳税人识别号,组织机构代码,经营方式,经营状态,经营范围,统一社会信用,统一社会信用代码,英文名,营业期限
1011,-,山东省潍坊高新区北海路2052号青青家园2、3号商住楼385室查看地图附近公司,山东鲁傲管理咨询有限公司曾用名在业,有限责任公司(自然人投资或控股),-,10万人民币元,2009-08-21,山东省,租赁和商务服务业,潍坊鲁傲管理顾问有限公司  ,2016-10-31,370726200007595,,300万人民币元,潍坊高新技术产业开发区市场监督管理局,91370700693149421G,69314942-1,,在营（开业）企业,企业管理咨询服务;合同能源管理;职业技能培训;知识产权服务。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370700693149421G,-,2009-08-21至2019-08-20
1012,-,山东省临沂市兰山区涑河北街泰和花园沿街房10号查看地图附近公司,山东罗欣大药房连锁有限公司泰和花园店在业,有限责任公司分公司(自然人投资或控股),-,-,2014-07-31,山东省,批发和零售业,-,2017-05-17,371302300048115,,-,临沂市兰山区工商行政管理局,91371302312846697X,31284669-7,,在营（开业）企业,零售(连锁),,91371302312846697X,-,2014-07-31至无固定期限
1013,-,博兴县兴福镇赵马村查看地图附近公司,山东省博兴县泰辉工贸有限公司在业,有限责任公司(自然人独资),-,100万人民币元,2012-08-03,山东省,制造业,-,2017-01-09,371625200012370,,100万人民币元,滨州市博兴县工商行政管理局,91371625050943293B,05094329-3,,在营（开业）企业,厨房设备加工销售;不锈钢制品加工、拉伸、冲压销售;不锈钢板材、厨房配件、炊事机械、五金电料、彩涂板、镀锌板销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,91371625050943293B,-,2012-08-03至2022-08-03
1014,-,香城镇驻地查看地图附近公司,山东省通信公司邹城分公司香城营业部曾用名注销,全民所有制分支机构(非法人),-,20万人民币元,1998-12-09,山东省,信息传输、软件和信息技术服务业,山东省电信公司邹城市电信局香城支局  邹城市电信局香城支局  ,2005-04-07,3708831900595,,20万人民币元,邹城市工商行政管理局,-,-,,注销,本行政区划内的国内、国际各类固定电信网络与设施(含本地无线环路)基于电信网络的话音、数据、图像及多媒体通信与信息服务与通信及信息业务相关的系统集成、技术开发、技术服务、信息咨询、通信设备销售。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,1998-12-09至无固定期限
1015,-,无棣县海丰街道城西张96号查看地图附近公司,山东兴发金融机具有限公司曾用名在业非正常户,有限责任公司(自然人独资),-,-,2014-07-28,山东省,批发和零售业,无棣兴发金融机具有限公司  ,2016-03-29,371623200020308,,1000万人民币元,滨州市无棣县市场监督管理局,9137162331266667X7,31266667-X,,在营（开业）企业,点钞机、捆钞机、电子回单柜、排号机、监控设备批发、零售(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,9137162331266667X7,-,2014-07-28至无固定期限
1016,-,山东省临沂市兰山区北园小区19号楼2-202查看地图附近公司,山东秀联商贸有限公司在业,有限责任公司(自然人独资),-,-,2018-05-29,山东省,批发和零售业,-,2018-05-29,-,,300万人民币元,临沂市兰山区工商行政管理局,91371302MA3N77CK0C,-,,在营（开业）企业,销售及网上销售,,91371302MA3N77CK0C,-,2018-05-29至无固定期限
1017,-,山东省日照市经济开发区临沂南路凌海大酒店裙楼查看地图附近公司,山东真善美资源有限公司在业,有限责任公司(自然人投资或控股),-,628万人民币元,2010-11-09,山东省,批发和零售业,-,2018-05-28,370000200015891,,66289万人民币元,日照市经济开发区市场监督管理局,913701005640948901,56409489-0,,在营（开业）企业,矿产品的销售(不含国家专控类);国内文化艺术交流(不含演出);金银珠宝首饰的批发与零售;农林畜牧技术开发;商务咨询服务;进出口业务;工艺品、家用电器、日用百货、非专控农副产品、木材、家具、五金制品、机械设备、金属材料、燃料油、化工产品及化工原料(以上凭证许可证经营);仓储(不含危险品的销售);房地产开发、港口码头开发建设、物业管理(以上凭资质证经营);普通货运(凭许可证经营);污水处理;不带有存储设施的经营,,913701005640948901,-,2010-11-09至无固定期限
1018,-,山东省济南市市中区鲁能领秀城21区T5-2-107查看地图附近公司,山东知足常乐文化传媒有限公司在业,有限责任公司(自然人投资或控股),-,-,2016-09-21,山东省,租赁和商务服务业,-,2016-09-21,370103200196192,,800万人民币元,济南市市中区市场监督管理局,91370103MA3CH6WR77,MA3CH6WR-7,,在营（开业）企业,文化艺术交流活动组织策划;企业管理咨询;商务信息咨询;会展服务;图文设计制作;设计、制作、代理、发布各类广告;销售,,91370103MA3CH6WR77,-,2016-09-21至无固定期限
1019,-,山东省潍坊市潍城区月河路以东东风西街以南太平街以北月河楼商业街第1幢3单元820号房查看地图附近公司,山东筑立方建筑工程有限公司在业,有限责任公司(自然人投资或控股),-,-,2017-03-22,山东省,建筑业,-,2017-03-22,370702200108243,,300万人民币元,潍坊市潍城区市场监督管理局,91370702MA3DCMU86M,MA3DCMU8-6,,在营（开业）企业,建筑工程、室内外装饰工程、景观工程、园林绿化工程、水电暖安装工程、防水工程、土木工程施工;销售,,91370702MA3DCMU86M,-,2017-03-22至2057-03-21
1020,-,山东省枣庄市山亭区新城香港街查看地图附近公司,山亭区明亮通讯部存续,个体工商户,,-,2016-01-26,山东省,批发和零售业,-,2016-01-26,370406600243951,,-,枣庄市山亭区市场监督管理局,-,-,-,存续,代缴话费、通讯器材、手机卡（依法须经批准的项目，经相关部门批准后方可开展经营活动）（每年1月1日至6月30日通过企业信用信息公示系统（地址为http//sdxy.gov.cn或枣庄红盾信息网）报送上一年度报告并公示)销售、服务,,-,-,***至无固定期限
1021,-,山东省济南市商河县郑路镇展家商贸城查看地图附近公司,商河县安心家园快餐店存续,个体工商户,,-,2017-06-21,山东省,-,-,2017-06-21,370126600304278,,-,商河县市场监督管理局,92370126MA3F3LW03Q,-,-,存续,快餐服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370126MA3F3LW03Q,-,***至无固定期限
1022,-,济南市槐荫区经五纬十路123号北区东楼405号查看地图附近公司,深圳市天鸟电子科技有限公司济南分公司吊销,有限责任公司分公司(自然人投资或控股),-,-,2001-05-11,山东省,批发和零售业,-,2001-05-11,3701002900829,,-,济南市工商行政管理局,-,-,,吊销,通信器材(不含无线电发射)、计算机网络系统、家用保健设备的销售。,,-,-,2001-05-11至无固定期限
1023,-,莘亭路305号查看地图附近公司,莘县城镇荣发酒水门市部注销,个体工商户,,-,2003-01-07,山东省,-,-,-,3715223011258,,-,-,-,-,-,注销,酒水、批发、零售,,-,-,***至无固定期限
1024,-,莘县振兴街西段路南(银海公寓西邻)查看地图附近公司,莘县宏嘉五交化商店在业,个体工商户,,-,2014-08-12,山东省,批发和零售业,-,2014-08-12,371522600325359,,-,莘县工商行政管理局,-,-,-,在营（开业）企业,电动工具、五金电料、水暖管材、标准件、灯具销售(依法须经批准的项目经相关部门批准后方可开展经营活动),,-,-,***至无固定期限
1025,-,山东省青岛市市北区高苑路15号乙单元104户查看地图附近公司,市北区进榜谊宠物用品店存续,个体工商户,,-,2015-05-14,山东省,批发和零售业,-,2015-05-14,370203602372456,,-,青岛市市北区工商行政管理局,-,-,-,存续,批发零售宠物用品。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,-,-,***至无固定期限
1026,-,青岛市市北区山东路138号2号楼1单元1705号查看地图附近公司,市北区科玛食品商行存续,个体工商户,,-,2013-05-08,山东省,批发和零售业,-,2013-05-08,370203600869046,,-,青岛市市北区工商行政管理局,-,-,-,存续,批发预包装食品(食品流通许可证有效期至2016年5月5日）(以上范围需经许可经营的须凭许可证经营),,-,-,***至无固定期限
1027,-,青岛市市北区寿光路25号206户查看地图附近公司,市北区禄红翩平面设计工作室存续,个体工商户,,-,2017-01-17,山东省,-,-,2017-01-17,370203602613682,,-,青岛市市北区工商行政管理局,92370203MA3D53C57R,-,-,存续,服务平面设计、广告文案设计。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370203MA3D53C57R,-,***至无固定期限
1028,-,山东省枣庄市市中区永安镇文化西路196号西湖阳光3号楼6号门市查看地图附近公司,市中区湖东百货超市存续,个体工商户,,-,2017-03-28,山东省,-,-,2017-03-28,370402600810230,,-,枣庄市市中区市场监督管理局,92370402MA3DDLNGXN,-,-,存续,预包装食品、散装食品、日用百货、五金建材、卷烟、雪茄烟销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370402MA3DDLNGXN,-,***至无固定期限
1029,-,枣矿长青路西侧查看地图附近公司,市中区计红家具店存续,个体工商户,,-,2011-03-31,山东省,-,-,-,370402600520370,,-,-,-,-,-,存续,家具加工、销售。(需经许可生产经营的须凭许可证生产经营),,-,-,***至无固定期限
1030,-,-,寿光市宾馆综合商品部曾用名注销,集体社团法人营业,-,4万人民币元,1987-04-26,山东省,批发和零售业,寿光县宾馆综合商品部  ,1993-08-08,3707831908843,,4万人民币元,寿光市市场监督管理局,-,-,,注销,零售、批发,,-,-,***至1998-08-08
1031,-,山东省潍坊市寿光市侯镇昌大路西侧政府驻地查看地图附近公司,寿光市福祯电器五金商贸城注销,个体工商户,,-,2016-04-15,山东省,批发和零售业,-,2017-06-02,370783610410691,,-,寿光市市场监督管理局,92370783MA3D2FQF44,-,-,注销,零售,,92370783MA3D2FQF44,-,***至无固定期限
1032,-,山东省潍坊市寿光市幸福路与新兴街路口南西侧查看地图附近公司,寿光市广润建材销售中心存续,个体工商户,,-,2017-12-20,山东省,-,-,2017-12-20,370783610578107,,-,寿光市市场监督管理局,92370783MA3MH6XG23,-,-,存续,零售建筑材料、瓷砖、地面砖（依法须经批准的项目，经相关部门批准后方可开展经营活动）,,92370783MA3MH6XG23,-,***至无固定期限
1033,-,寿光市纪台镇陈家尧河村北50米路东查看地图附近公司,寿光市兴民蔬菜购销处存续,个体工商户,,-,2009-02-19,山东省,批发和零售业,-,2009-02-19,370783600287035,,-,寿光市市场监督管理局,-,-,-,存续,蔬菜收购(依法须经批准的项目，经相关部门批准后方可开展经营活动)****,,-,-,***至无固定期限
1034,-,-,寿光市永鑫助剂厂胡营分厂注销,个人独资企业分支机构,-,-,2009-05-20,山东省,制造业,-,2012-11-23,370783300003212,,-,寿光市市场监督管理局,-,-,,注销,销售,,-,-,***至无固定期限
1035,-,-,寿光县粮食局道口粮管所糕点厂注销,集体社团法人营业,-,5万人民币元,1991-10-21,山东省,制造业,-,1991-10-21,3707831900012,,5万人民币元,寿光市市场监督管理局,-,-,,注销,加工、销售糕点(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,***至1995-10-20
1036,-,泗水县济河办健康路查看地图附近公司,泗水爱心天使母婴信息咨询有限公司吊销,有限责任公司(自然人独资),-,10万人民币元,2006-05-29,山东省,租赁和商务服务业,-,2006-05-29,370831228005950,,10万人民币元,泗水县工商行政管理局,-,789276601,,吊销,母婴保健信息咨询服务(不得经营消费储值或类似业务。涉及许可经营的须凭许可证或批准文件经营)。(依法须经批准的项目经相关部门批准后方可开展经营活动)。,,-,-,2006-05-29至无固定期限
1037,-,山东省济宁市泗水县苗馆镇赵家村查看地图附近公司,泗水县苗馆镇桂青食品店注销,个体工商户,,-,2015-11-29,山东省,批发和零售业,-,2017-01-06,370831600290757,,-,泗水县工商行政管理局,-,-,-,注销,食品流通(依法须经批准的项目经相关部门批准后方可开展经营活动),,-,-,***至无固定期限
1038,-,山东省济宁市泗水县泗张镇张庄村村委会查看地图附近公司,泗水县民兴农业发展有限公司在业,有限责任公司(自然人投资或控股),-,-,2016-08-16,山东省,农、林、牧、渔业,-,2018-05-14,370831200028263,,50万人民币元,泗水县工商行政管理局,91370831MA3CFBWW0Y,MA3CFBWW-0,,在营（开业）企业,农作物、蔬菜、水果种植、购销、采摘;农业观光项目开发;绿化、工程施工。(依法须经批准的项目经相关部门批准后方可开展经营活动),,91370831MA3CFBWW0Y,-,2016-08-16至无固定期限
